user_id,item_id,timestamp,state_label,comma_separated_list_of_features
3,1,28,1.0,1.0
3,2,29,1.0,1.0
3,3,30,1.0,1.0
3,4,31,1.0,1.0
3,5,24,1.0,1.0
3,6,25,1.0,1.0
3,7,26,1.0,1.0
4,0,28,1.0,1.0
4,1,29,1.0,1.0
4,2,30,1.0,1.0
4,3,31,1.0,1.0
4,4,24,1.0,1.0
4,5,25,1.0,1.0
4,6,26,1.0,1.0
4,7,27,1.0,1.0
5,0,29,1.0,1.0
5,1,30,1.0,1.0
5,2,31,1.0,1.0
5,3,24,1.0,1.0
5,4,25,1.0,1.0
5,5,26,1.0,1.0
5,6,27,1.0,1.0
5,7,28,1.0,1.0
6,0,30,1.0,1.0
6,1,31,1.0,1.0
6,2,24,1.0,1.0
6,3,25,1.0,1.0
6,4,26,1.0,1.0
6,5,27,1.0,1.0
6,6,28,1.0,1.0
6,7,29,1.0,1.0
7,0,31,1.0,1.0
7,1,24,1.0,1.0
7,2,25,1.0,1.0
7,3,26,1.0,1.0
7,4,27,1.0,1.0
7,5,28,1.0,1.0
7,6,29,1.0,1.0
7,7,30,1.0,1.0
0,0,32,1.0,1.0
0,1,33,1.0,1.0
0,2,34,1.0,1.0
0,3,35,1.0,1.0
0,4,36,1.0,1.0
0,5,37,1.0,1.0
0,6,38,1.0,1.0
0,7,39,1.0,1.0
1,0,33,1.0,1.0
1,1,34,1.0,1.0
1,2,35,1.0,1.0
1,3,36,1.0,1.0
1,4,37,1.0,1.0
1,5,38,1.0,1.0
1,6,39,1.0,1.0
1,7,32,1.0,1.0
2,0,34,1.0,1.0
2,1,35,1.0,1.0
2,2,36,1.0,1.0
2,3,37,1.0,1.0
2,4,38,1.0,1.0
2,5,39,1.0,1.0
2,6,32,1.0,1.0
2,7,33,1.0,1.0
3,0,35,1.0,1.0
3,1,36,1.0,1.0
3,2,37,1.0,1.0
3,3,38,1.0,1.0
3,4,39,1.0,1.0
3,5,32,1.0,1.0
3,6,33,1.0,1.0
3,7,34,1.0,1.0
4,0,36,1.0,1.0
4,1,37,1.0,1.0
4,2,38,1.0,1.0
4,3,39,1.0,1.0
4,4,32,1.0,1.0
4,5,33,1.0,1.0
4,6,34,1.0,1.0
4,7,35,1.0,1.0
5,0,37,1.0,1.0
5,1,38,1.0,1.0
5,2,39,1.0,1.0
5,3,32,1.0,1.0
5,4,33,1.0,1.0
5,5,34,1.0,1.0
5,6,35,1.0,1.0
5,7,36,1.0,1.0
6,0,38,1.0,1.0
6,1,39,1.0,1.0
6,2,32,1.0,1.0
6,3,33,1.0,1.0
6,4,34,1.0,1.0
6,5,35,1.0,1.0
6,6,36,1.0,1.0
6,7,37,1.0,1.0
7,0,39,1.0,1.0
7,1,32,1.0,1.0
7,2,33,1.0,1.0
7,3,34,1.0,1.0
7,4,35,1.0,1.0
7,5,36,1.0,1.0
7,6,37,1.0,1.0
7,7,38,1.0,1.0
0,0,40,1.0,1.0
0,1,41,1.0,1.0
0,2,42,1.0,1.0
0,3,43,1.0,1.0
0,4,44,1.0,1.0
0,5,45,1.0,1.0
0,6,46,1.0,1.0
0,7,47,1.0,1.0
1,0,41,1.0,1.0
1,1,42,1.0,1.0
1,2,43,1.0,1.0
1,3,44,1.0,1.0
1,4,45,1.0,1.0
1,5,46,1.0,1.0
1,6,47,1.0,1.0
1,7,40,1.0,1.0
2,0,42,1.0,1.0
2,1,43,1.0,1.0
2,2,44,1.0,1.0
2,3,45,1.0,1.0
2,4,46,1.0,1.0
2,5,47,1.0,1.0
2,6,40,1.0,1.0
2,7,41,1.0,1.0
3,0,43,1.0,1.0
3,1,44,1.0,1.0
3,2,45,1.0,1.0
3,3,46,1.0,1.0
3,4,47,1.0,1.0
3,5,40,1.0,1.0
3,6,41,1.0,1.0
3,7,42,1.0,1.0
4,0,44,1.0,1.0
4,1,45,1.0,1.0
4,2,46,1.0,1.0
4,3,47,1.0,1.0
4,4,40,1.0,1.0
4,5,41,1.0,1.0
4,6,42,1.0,1.0
4,7,43,1.0,1.0
5,0,45,1.0,1.0
5,1,46,1.0,1.0
5,2,47,1.0,1.0
5,3,40,1.0,1.0
5,4,41,1.0,1.0
5,5,42,1.0,1.0
5,6,43,1.0,1.0
5,7,44,1.0,1.0
6,0,46,1.0,1.0
6,1,47,1.0,1.0
6,2,40,1.0,1.0
6,3,41,1.0,1.0
6,4,42,1.0,1.0
6,5,43,1.0,1.0
6,6,44,1.0,1.0
6,7,45,1.0,1.0
7,0,47,1.0,1.0
7,1,40,1.0,1.0
7,2,41,1.0,1.0
7,3,42,1.0,1.0
7,4,43,1.0,1.0
7,5,44,1.0,1.0
7,6,45,1.0,1.0
7,7,46,1.0,1.0
0,0,48,1.0,1.0
0,1,49,1.0,1.0
0,2,50,1.0,1.0
0,3,51,1.0,1.0
0,4,52,1.0,1.0
0,5,53,1.0,1.0
0,6,54,1.0,1.0
0,7,55,1.0,1.0
1,0,49,1.0,1.0
1,1,50,1.0,1.0
1,2,51,1.0,1.0
1,3,52,1.0,1.0
1,4,53,1.0,1.0
1,5,54,1.0,1.0
1,6,55,1.0,1.0
1,7,48,1.0,1.0
2,0,50,1.0,1.0
2,1,51,1.0,1.0
2,2,52,1.0,1.0
2,3,53,1.0,1.0
2,4,54,1.0,1.0
2,5,55,1.0,1.0
2,6,48,1.0,1.0
2,7,49,1.0,1.0
3,0,51,1.0,1.0
3,1,52,1.0,1.0
3,2,53,1.0,1.0
3,3,54,1.0,1.0
3,4,55,1.0,1.0
3,5,48,1.0,1.0
3,6,49,1.0,1.0
3,7,50,1.0,1.0
4,0,52,1.0,1.0
4,1,53,1.0,1.0
4,2,54,1.0,1.0
4,3,55,1.0,1.0
4,4,48,1.0,1.0
4,5,49,1.0,1.0
4,6,50,1.0,1.0
4,7,51,1.0,1.0
5,0,53,1.0,1.0
5,1,54,1.0,1.0
5,2,55,1.0,1.0
5,3,48,1.0,1.0
5,4,49,1.0,1.0
5,5,50,1.0,1.0
5,6,51,1.0,1.0
5,7,52,1.0,1.0
6,0,54,1.0,1.0
6,1,55,1.0,1.0
6,2,48,1.0,1.0
6,3,49,1.0,1.0
6,4,50,1.0,1.0
6,5,51,1.0,1.0
6,6,52,1.0,1.0
6,7,53,1.0,1.0
7,0,55,1.0,1.0
7,1,48,1.0,1.0
7,2,49,1.0,1.0
7,3,50,1.0,1.0
7,4,51,1.0,1.0
7,5,52,1.0,1.0
7,6,53,1.0,1.0
7,7,54,1.0,1.0
0,0,56,1.0,1.0
0,1,57,1.0,1.0
0,2,58,1.0,1.0
0,3,59,1.0,1.0
0,4,60,1.0,1.0
0,5,61,1.0,1.0
0,6,62,1.0,1.0
0,7,63,1.0,1.0
1,0,57,1.0,1.0
1,1,58,1.0,1.0
1,2,59,1.0,1.0
1,3,60,1.0,1.0
1,4,61,1.0,1.0
1,5,62,1.0,1.0
1,6,63,1.0,1.0
1,7,56,1.0,1.0
2,0,58,1.0,1.0
2,1,59,1.0,1.0
2,2,60,1.0,1.0
2,3,61,1.0,1.0
2,4,62,1.0,1.0
2,5,63,1.0,1.0
2,6,56,1.0,1.0
2,7,57,1.0,1.0
3,0,59,1.0,1.0
3,1,60,1.0,1.0
3,2,61,1.0,1.0
3,3,62,1.0,1.0
3,4,63,1.0,1.0
3,5,56,1.0,1.0
3,6,57,1.0,1.0
3,7,58,1.0,1.0
4,0,60,1.0,1.0
4,1,61,1.0,1.0
4,2,62,1.0,1.0
4,3,63,1.0,1.0
4,4,56,1.0,1.0
4,5,57,1.0,1.0
4,6,58,1.0,1.0
4,7,59,1.0,1.0
5,0,61,1.0,1.0
5,1,62,1.0,1.0
5,2,63,1.0,1.0
5,3,56,1.0,1.0
5,4,57,1.0,1.0
5,5,58,1.0,1.0
5,6,59,1.0,1.0
5,7,60,1.0,1.0
6,0,62,1.0,1.0
6,1,63,1.0,1.0
6,2,56,1.0,1.0
6,3,57,1.0,1.0
6,4,58,1.0,1.0
6,5,59,1.0,1.0
6,6,60,1.0,1.0
6,7,61,1.0,1.0
7,0,63,1.0,1.0
7,1,56,1.0,1.0
7,2,57,1.0,1.0
7,3,58,1.0,1.0
7,4,59,1.0,1.0
7,5,60,1.0,1.0
7,6,61,1.0,1.0
7,7,62,1.0,1.0
0,0,64,1.0,1.0
0,1,65,1.0,1.0
0,2,66,1.0,1.0
0,3,67,1.0,1.0
0,4,68,1.0,1.0
0,5,69,1.0,1.0
0,6,70,1.0,1.0
0,7,71,1.0,1.0
1,0,65,1.0,1.0
1,1,66,1.0,1.0
1,2,67,1.0,1.0
1,3,68,1.0,1.0
1,4,69,1.0,1.0
1,5,70,1.0,1.0
1,6,71,1.0,1.0
1,7,64,1.0,1.0
2,0,66,1.0,1.0
2,1,67,1.0,1.0
2,2,68,1.0,1.0
2,3,69,1.0,1.0
2,4,70,1.0,1.0
2,5,71,1.0,1.0
2,6,64,1.0,1.0
2,7,65,1.0,1.0
3,0,67,1.0,1.0
3,1,68,1.0,1.0
3,2,69,1.0,1.0
3,3,70,1.0,1.0
3,4,71,1.0,1.0
3,5,64,1.0,1.0
3,6,65,1.0,1.0
3,7,66,1.0,1.0
4,0,68,1.0,1.0
4,1,69,1.0,1.0
4,2,70,1.0,1.0
4,3,71,1.0,1.0
4,4,64,1.0,1.0
4,5,65,1.0,1.0
4,6,66,1.0,1.0
4,7,67,1.0,1.0
5,0,69,1.0,1.0
5,1,70,1.0,1.0
5,2,71,1.0,1.0
5,3,64,1.0,1.0
5,4,65,1.0,1.0
5,5,66,1.0,1.0
5,6,67,1.0,1.0
5,7,68,1.0,1.0
6,0,70,1.0,1.0
6,1,71,1.0,1.0
6,2,64,1.0,1.0
6,3,65,1.0,1.0
6,4,66,1.0,1.0
6,5,67,1.0,1.0
6,6,68,1.0,1.0
6,7,69,1.0,1.0
7,0,71,1.0,1.0
7,1,64,1.0,1.0
7,2,65,1.0,1.0
7,3,66,1.0,1.0
7,4,67,1.0,1.0
7,5,68,1.0,1.0
7,6,69,1.0,1.0
7,7,70,1.0,1.0
0,0,72,1.0,1.0
0,1,73,1.0,1.0
0,2,74,1.0,1.0
0,3,75,1.0,1.0
0,4,76,1.0,1.0
0,5,77,1.0,1.0
0,6,78,1.0,1.0
0,7,79,1.0,1.0
1,0,73,1.0,1.0
1,1,74,1.0,1.0
1,2,75,1.0,1.0
1,3,76,1.0,1.0
1,4,77,1.0,1.0
1,5,78,1.0,1.0
1,6,79,1.0,1.0
1,7,72,1.0,1.0
2,0,74,1.0,1.0
2,1,75,1.0,1.0
2,2,76,1.0,1.0
2,3,77,1.0,1.0
2,4,78,1.0,1.0
2,5,79,1.0,1.0
2,6,72,1.0,1.0
2,7,73,1.0,1.0
3,0,75,1.0,1.0
3,1,76,1.0,1.0
3,2,77,1.0,1.0
3,3,78,1.0,1.0
3,4,79,1.0,1.0
3,5,72,1.0,1.0
3,6,73,1.0,1.0
3,7,74,1.0,1.0
4,0,76,1.0,1.0
4,1,77,1.0,1.0
4,2,78,1.0,1.0
4,3,79,1.0,1.0
4,4,72,1.0,1.0
4,5,73,1.0,1.0
4,6,74,1.0,1.0
4,7,75,1.0,1.0
5,0,77,1.0,1.0
5,1,78,1.0,1.0
5,2,79,1.0,1.0
5,3,72,1.0,1.0
5,4,73,1.0,1.0
5,5,74,1.0,1.0
5,6,75,1.0,1.0
5,7,76,1.0,1.0
6,0,78,1.0,1.0
6,1,79,1.0,1.0
6,2,72,1.0,1.0
6,3,73,1.0,1.0
6,4,74,1.0,1.0
6,5,75,1.0,1.0
6,6,76,1.0,1.0
6,7,77,1.0,1.0
7,0,79,1.0,1.0
7,1,72,1.0,1.0
7,2,73,1.0,1.0
7,3,74,1.0,1.0
7,4,75,1.0,1.0
7,5,76,1.0,1.0
7,6,77,1.0,1.0
7,7,78,1.0,1.0
0,0,80,1.0,1.0
0,1,81,1.0,1.0
0,2,82,1.0,1.0
0,3,83,1.0,1.0
0,4,84,1.0,1.0
0,5,85,1.0,1.0
0,6,86,1.0,1.0
0,7,87,1.0,1.0
1,0,81,1.0,1.0
1,1,82,1.0,1.0
1,2,83,1.0,1.0
1,3,84,1.0,1.0
1,4,85,1.0,1.0
1,5,86,1.0,1.0
1,6,87,1.0,1.0
1,7,80,1.0,1.0
2,0,82,1.0,1.0
2,1,83,1.0,1.0
2,2,84,1.0,1.0
2,3,85,1.0,1.0
2,4,86,1.0,1.0
2,5,87,1.0,1.0
2,6,80,1.0,1.0
2,7,81,1.0,1.0
3,0,83,1.0,1.0
3,1,84,1.0,1.0
3,2,85,1.0,1.0
3,3,86,1.0,1.0
3,4,87,1.0,1.0
3,5,80,1.0,1.0
3,6,81,1.0,1.0
3,7,82,1.0,1.0
4,0,84,1.0,1.0
4,1,85,1.0,1.0
4,2,86,1.0,1.0
4,3,87,1.0,1.0
4,4,80,1.0,1.0
4,5,81,1.0,1.0
4,6,82,1.0,1.0
4,7,83,1.0,1.0
5,0,85,1.0,1.0
5,1,86,1.0,1.0
5,2,87,1.0,1.0
5,3,80,1.0,1.0
5,4,81,1.0,1.0
5,5,82,1.0,1.0
5,6,83,1.0,1.0
5,7,84,1.0,1.0
6,0,86,1.0,1.0
6,1,87,1.0,1.0
6,2,80,1.0,1.0
6,3,81,1.0,1.0
6,4,82,1.0,1.0
6,5,83,1.0,1.0
6,6,84,1.0,1.0
6,7,85,1.0,1.0
7,0,87,1.0,1.0
7,1,80,1.0,1.0
7,2,81,1.0,1.0
7,3,82,1.0,1.0
7,4,83,1.0,1.0
7,5,84,1.0,1.0
7,6,85,1.0,1.0
7,7,86,1.0,1.0
0,0,88,1.0,1.0
0,1,89,1.0,1.0
0,2,90,1.0,1.0
0,3,91,1.0,1.0
0,4,92,1.0,1.0
0,5,93,1.0,1.0
0,6,94,1.0,1.0
0,7,95,1.0,1.0
1,0,89,1.0,1.0
1,1,90,1.0,1.0
1,2,91,1.0,1.0
1,3,92,1.0,1.0
1,4,93,1.0,1.0
1,5,94,1.0,1.0
1,6,95,1.0,1.0
1,7,88,1.0,1.0
2,0,90,1.0,1.0
2,1,91,1.0,1.0
2,2,92,1.0,1.0
2,3,93,1.0,1.0
2,4,94,1.0,1.0
2,5,95,1.0,1.0
2,6,88,1.0,1.0
2,7,89,1.0,1.0
3,0,91,1.0,1.0
3,1,92,1.0,1.0
3,2,93,1.0,1.0
3,3,94,1.0,1.0
3,4,95,1.0,1.0
3,5,88,1.0,1.0
3,6,89,1.0,1.0
3,7,90,1.0,1.0
4,0,92,1.0,1.0
4,1,93,1.0,1.0
4,2,94,1.0,1.0
4,3,95,1.0,1.0
4,4,88,1.0,1.0
4,5,89,1.0,1.0
4,6,90,1.0,1.0
4,7,91,1.0,1.0
5,0,93,1.0,1.0
5,1,94,1.0,1.0
5,2,95,1.0,1.0
5,3,88,1.0,1.0
5,4,89,1.0,1.0
5,5,90,1.0,1.0
5,6,91,1.0,1.0
5,7,92,1.0,1.0
6,0,94,1.0,1.0
6,1,95,1.0,1.0
6,2,88,1.0,1.0
6,3,89,1.0,1.0
6,4,90,1.0,1.0
6,5,91,1.0,1.0
6,6,92,1.0,1.0
6,7,93,1.0,1.0
7,0,95,1.0,1.0
7,1,88,1.0,1.0
7,2,89,1.0,1.0
7,3,90,1.0,1.0
7,4,91,1.0,1.0
7,5,92,1.0,1.0
7,6,93,1.0,1.0
7,7,94,1.0,1.0
0,0,96,1.0,1.0
0,1,97,1.0,1.0
0,2,98,1.0,1.0
0,3,99,1.0,1.0
0,4,100,1.0,1.0
0,5,101,1.0,1.0
0,6,102,1.0,1.0
0,7,103,1.0,1.0
1,0,97,1.0,1.0
1,1,98,1.0,1.0
1,2,99,1.0,1.0
1,3,100,1.0,1.0
1,4,101,1.0,1.0
1,5,102,1.0,1.0
1,6,103,1.0,1.0
1,7,96,1.0,1.0
2,0,98,1.0,1.0
2,1,99,1.0,1.0
2,2,100,1.0,1.0
2,3,101,1.0,1.0
2,4,102,1.0,1.0
2,5,103,1.0,1.0
2,6,96,1.0,1.0
2,7,97,1.0,1.0
3,0,99,1.0,1.0
3,1,100,1.0,1.0
3,2,101,1.0,1.0
3,3,102,1.0,1.0
3,4,103,1.0,1.0
3,5,96,1.0,1.0
3,6,97,1.0,1.0
3,7,98,1.0,1.0
4,0,100,1.0,1.0
4,1,101,1.0,1.0
4,2,102,1.0,1.0
4,3,103,1.0,1.0
4,4,96,1.0,1.0
4,5,97,1.0,1.0
4,6,98,1.0,1.0
4,7,99,1.0,1.0
5,0,101,1.0,1.0
5,1,102,1.0,1.0
5,2,103,1.0,1.0
5,3,96,1.0,1.0
5,4,97,1.0,1.0
5,5,98,1.0,1.0
5,6,99,1.0,1.0
5,7,100,1.0,1.0
6,0,102,1.0,1.0
6,1,103,1.0,1.0
6,2,96,1.0,1.0
6,3,97,1.0,1.0
6,4,98,1.0,1.0
6,5,99,1.0,1.0
6,6,100,1.0,1.0
6,7,101,1.0,1.0
7,0,103,1.0,1.0
7,1,96,1.0,1.0
7,2,97,1.0,1.0
7,3,98,1.0,1.0
7,4,99,1.0,1.0
7,5,100,1.0,1.0
7,6,101,1.0,1.0
7,7,102,1.0,1.0
0,0,104,1.0,1.0
0,1,105,1.0,1.0
0,2,106,1.0,1.0
0,3,107,1.0,1.0
0,4,108,1.0,1.0
0,5,109,1.0,1.0
0,6,110,1.0,1.0
0,7,111,1.0,1.0
1,0,105,1.0,1.0
1,1,106,1.0,1.0
1,2,107,1.0,1.0
1,3,108,1.0,1.0
1,4,109,1.0,1.0
1,5,110,1.0,1.0
1,6,111,1.0,1.0
1,7,104,1.0,1.0
2,0,106,1.0,1.0
2,1,107,1.0,1.0
2,2,108,1.0,1.0
2,3,109,1.0,1.0
2,4,110,1.0,1.0
2,5,111,1.0,1.0
2,6,104,1.0,1.0
2,7,105,1.0,1.0
3,0,107,1.0,1.0
3,1,108,1.0,1.0
3,2,109,1.0,1.0
3,3,110,1.0,1.0
3,4,111,1.0,1.0
3,5,104,1.0,1.0
3,6,105,1.0,1.0
3,7,106,1.0,1.0
4,0,108,1.0,1.0
4,1,109,1.0,1.0
4,2,110,1.0,1.0
4,3,111,1.0,1.0
4,4,104,1.0,1.0
4,5,105,1.0,1.0
4,6,106,1.0,1.0
4,7,107,1.0,1.0
5,0,109,1.0,1.0
5,1,110,1.0,1.0
5,2,111,1.0,1.0
5,3,104,1.0,1.0
5,4,105,1.0,1.0
5,5,106,1.0,1.0
5,6,107,1.0,1.0
5,7,108,1.0,1.0
6,0,110,1.0,1.0
6,1,111,1.0,1.0
6,2,104,1.0,1.0
6,3,105,1.0,1.0
6,4,106,1.0,1.0
6,5,107,1.0,1.0
6,6,108,1.0,1.0
6,7,109,1.0,1.0
7,0,111,1.0,1.0
7,1,104,1.0,1.0
7,2,105,1.0,1.0
7,3,106,1.0,1.0
7,4,107,1.0,1.0
7,5,108,1.0,1.0
7,6,109,1.0,1.0
7,7,110,1.0,1.0
0,0,112,1.0,1.0
0,1,113,1.0,1.0
0,2,114,1.0,1.0
0,3,115,1.0,1.0
0,4,116,1.0,1.0
0,5,117,1.0,1.0
0,6,118,1.0,1.0
0,7,119,1.0,1.0
1,0,113,1.0,1.0
1,1,114,1.0,1.0
1,2,115,1.0,1.0
1,3,116,1.0,1.0
1,4,117,1.0,1.0
1,5,118,1.0,1.0
1,6,119,1.0,1.0
1,7,112,1.0,1.0
2,0,114,1.0,1.0
2,1,115,1.0,1.0
2,2,116,1.0,1.0
2,3,117,1.0,1.0
2,4,118,1.0,1.0
2,5,119,1.0,1.0
2,6,112,1.0,1.0
2,7,113,1.0,1.0
3,0,115,1.0,1.0
3,1,116,1.0,1.0
3,2,117,1.0,1.0
3,3,118,1.0,1.0
3,4,119,1.0,1.0
3,5,112,1.0,1.0
3,6,113,1.0,1.0
3,7,114,1.0,1.0
4,0,116,1.0,1.0
4,1,117,1.0,1.0
4,2,118,1.0,1.0
4,3,119,1.0,1.0
4,4,112,1.0,1.0
4,5,113,1.0,1.0
4,6,114,1.0,1.0
4,7,115,1.0,1.0
5,0,117,1.0,1.0
5,1,118,1.0,1.0
5,2,119,1.0,1.0
5,3,112,1.0,1.0
5,4,113,1.0,1.0
5,5,114,1.0,1.0
5,6,115,1.0,1.0
5,7,116,1.0,1.0
6,0,118,1.0,1.0
6,1,119,1.0,1.0
6,2,112,1.0,1.0
6,3,113,1.0,1.0
6,4,114,1.0,1.0
6,5,115,1.0,1.0
6,6,116,1.0,1.0
6,7,117,1.0,1.0
7,0,119,1.0,1.0
7,1,112,1.0,1.0
7,2,113,1.0,1.0
7,3,114,1.0,1.0
7,4,115,1.0,1.0
7,5,116,1.0,1.0
7,6,117,1.0,1.0
7,7,118,1.0,1.0
0,0,120,1.0,1.0
0,1,121,1.0,1.0
0,2,122,1.0,1.0
0,3,123,1.0,1.0
0,4,124,1.0,1.0
0,5,125,1.0,1.0
0,6,126,1.0,1.0
0,7,127,1.0,1.0
1,0,121,1.0,1.0
1,1,122,1.0,1.0
1,2,123,1.0,1.0
1,3,124,1.0,1.0
1,4,125,1.0,1.0
1,5,126,1.0,1.0
1,6,127,1.0,1.0
1,7,120,1.0,1.0
2,0,122,1.0,1.0
2,1,123,1.0,1.0
2,2,124,1.0,1.0
2,3,125,1.0,1.0
2,4,126,1.0,1.0
2,5,127,1.0,1.0
2,6,120,1.0,1.0
2,7,121,1.0,1.0
3,0,123,1.0,1.0
3,1,124,1.0,1.0
3,2,125,1.0,1.0
3,3,126,1.0,1.0
3,4,127,1.0,1.0
3,5,120,1.0,1.0
3,6,121,1.0,1.0
3,7,122,1.0,1.0
4,0,124,1.0,1.0
4,1,125,1.0,1.0
4,2,126,1.0,1.0
